id	title	current_author	primary_author	attribution_status	conflation	source	note
SA_T17_byogalbu	Buddhist Yoga Manual	anonymous/traditional	anonymous (unnamed Sarvāstivādin yogācāra)	anonymous	False	gretil-header; web:gretil byogalbu; secondary:cleaned_Davidson_Indian Esoteric Buddhism.txt; secondary:cleaned_Buddhism in the Shadow of Brahmanism_Bronkhorst, 2011.txt	No colophon survives; author genuinely unknown. Schlingloff and Hartmann/Röllicke are modern editors, not authors. Current_author correct.
SA_GSD36_brhasppu	Bṛhaspatismṛti: Vyavahārakāṇḍa	anonymous/traditional (ascribed to Bṛhaspati); reconstructed	Bṛhaspati (legendary/eponymous); historical author anonymous; text reconstructed by K. V. Rangaswami Aiyangar	traditional	False	gretil-header; secondary:cleaned_Geschichte der altindischen Literatur_Klaus Mylius_2003 (1983).txt	Eponymous dharmaśāstra ascribed to sage/deity Bṛhaspati; real author unknown; text is a modern reconstruction from scattered citations (nibandha quotations) by Aiyangar. Vyavahārakāṇḍa = juridical section.
SA_K10_adbhutdu	Adbhutadharmaparyāya [Adbhutadharmaparyāyasūtra]	anonymous/traditional	anonymous (Buddhist sūtra; Buddhavacana by tradition)	anonymous	False	gretil-header	Anonymous Mahāyāna/Buddhist sūtra; traditional ascription to the Buddha (Buddhavacana). Multiple Gilgit redactions; editor Bentor reconstructed the text.
SA_K06_vchedppu	Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]	anonymous/traditional	anonymous (Prajñāpāramitā sūtra; Buddhavacana by tradition)	anonymous	False	gretil-header; web:https://en.wikipedia.org/wiki/Diamond_Sutra	Anonymous Mahāyāna Prajñāpāramitā sūtra; traditional ascription to the Buddha. No author named in the Sanskrit edition; Kumārajīva etc. are translators only.
SA_K12_Āgama-Jayasena_Ḍākārṇavatantra-15-Ratnapadmarāganidhi_Sugiki_2022	Ḍākārṇavatantra (Śrīḍākārṇavamahāyoginītantrarāja), Chapter 15; and Jayasena's Ratnapadmarāganidhi (meditation manual)		anonymous (Ḍākārṇavatantra ch. 15, scripture); Jayasena (Ratnapadmarāganidhi)	conflated	True	web:https://library.oapen.org/handle/20.500.12657/57189; web:https://www.wisdomlib.org/definition/dakarnavatantra	CONFLATION: one edition bundles an anonymous revealed tantra (scripture, no author) with Jayasena's named meditation manual. Distinct authorship roles. current_author was empty; now resolved to two distinct situations.
SA_T06_abhsubhu	Abhidharmasamuccayabhāṣya	attributed to Sthiramati (some sources Jinaputra/Buddhasiṃha)	Bhāṣya: disputed — Buddhasiṃha + Sthiramati (Chinese tradition) or Jinaputra (Tibetan tradition); on the root Abhidharmasamuccaya by Asaṅga	disputed	True	gretil-header; secondary:cleaned_Indian Buddhism_Anthony Kennedy Warder, 2000 (1970).txt; web:https://en.wikipedia.org/wiki/Abhidharma-samuccaya	Layered/disputed: root verses+prose Abhidharmasamuccaya by Asaṅga; the bhāṣya itself variously ascribed — Buddhasiṃha (composer) with Sthiramati (redactor combining root+bhāṣya into vyākhyā) in Chinese tradition vs Jinaputra in Tibetan. Distinct roles separated.
SA_T01_n896u	Dharmadhātuvāgīśvaramaṇḍalastotra	anonymous/traditional	anonymous (tantric stotra of the Dharmadhātuvāgīśvara maṇḍala)	anonymous	False	tradition	Anonymous tantric praise-hymn (stotra) for the Dharmadhātuvāgīśvara maṇḍala. Associated with Abhayākaragupta's Niṣpannayogāvalī only as the source describing the maṇḍala; no individual author of the stotra attested.
SA_K07_bsu033_u	Sukhāvatīvyūha	anonymous/traditional	anonymous (Mahāyāna sūtra; trad. buddhavacana)	anonymous	False	gretil-header; secondary:cleaned_Buddhist Thought...Williams 2000.txt; secondary:cleaned_Indian Buddhism...Nakamura 1980.txt	Larger Sukhāvatīvyūha. Anonymous Mahāyāna sūtra, trad. spoken by the Buddha. Vaidya = modern editor only. Do not conflate with Vasubandhu's Sukhāvatīvyūhopadeśa.
SA_K10_sukhvysu	Sukhāvatyamṛtavyūha (Sukhāvatī[amṛta]vyūhasūtra), the Smaller Sukhāvatīvyūha	anonymous/traditional	anonymous (Mahāyāna sūtra; trad. buddhavacana)	anonymous	False	gretil-header	Smaller (Shorter) Sukhāvatīvyūha. Anonymous; editors Müller/Nanjio modern, Wogihara annotator. Not authored by any named person.
SA_MB_brahmasandhanaHK	Brahmasandhāna		anonymous (author unknown)	anonymous	False	secondary:none; web:no-attribution-found	Obscure/minor title (likely a short Śaiva/yoga work, 'joining with brahman'). Genuinely unknown authorship; current_author was empty, now explicitly anonymous. No traditional ascription located.
SA_K06_bsu052_u	Saptaśatikā prajñāpāramitā [Saptaśatikaprajñāpāramitāsūtra]	anonymous/traditional	anonymous (Prajñāpāramitā sūtra; trad. buddhavacana)	anonymous	False	gretil-header; secondary:cleaned_Bodhisattvapitaka_Ulrich Pagel, 1995.txt	700-line Perfection of Wisdom (Mañjuśrī) sūtra. Anonymous Mahāyāna scripture, trad. buddhavacana; Vaidya = modern editor.
SA_K10_n262u	Āryānityatāsūtra	anonymous/traditional	anonymous (Buddhist sūtra; trad. buddhavacana)	anonymous	False	web:https://suttacentral.net/sf299; tradition	Noble Sūtra on Impermanence. Anonymous buddhavacana; 'ārya' is honorific, not an author. No named composer or translator established.
SA_MB_candrajnanaHK	Candrajñānāgama (Candrajñāna)	anonymous/traditional (revealed scripture)	anonymous (Śaiva Siddhānta āgama; revealed scripture)	anonymous	False	edition; web:https://www.wisdomlib.org/definition/candrajnanagama	Śaiva Siddhānta Āgama (Kriyāpāda & Caryāpāda). Revealed scripture, no human author; Dwivedi = editor, Ghose = translator. Traditional ascription is to Śiva (Sadāśiva) via lineage.
SA_K10_srajsgiu	Samādhirājasūtra	anonymous/traditional	anonymous (Mahāyāna sūtra; traditionally Buddhavacana)	anonymous	False	gretil-header; secondary:cleaned_Jigme_Lingpa_Treasury of Precious Qualities_book 2.txt	Anonymous compiled Mahāyāna sūtra (Buddhavacana); cited as 'Samādhirāja' already by Candrakīrti. No named human author.
SA_K12_dhvajkeu	Dhvajāgrakeyūrā-dhāraṇī	anonymous/traditional	anonymous (dhāraṇī; traditionally Buddhavacana)	anonymous	False	gretil-header; secondary:reference-literature (Dhvajāgrakeyūra-dhāraṇī translators' colophon discussion)	Anonymous protective dhāraṇī, Buddha to Śakra. Tibetan translators Jinamitra/Dānaśīla/Ye-śes-sde named in transmission, not as authors.
SA_K12_dhvajkdu	Dhvajāgrakeyūrā-dhāraṇī	anonymous/traditional	anonymous (dhāraṇī; traditionally Buddhavacana)	anonymous	False	gretil-header	Anonymous dhāraṇī (Buddhavacana). Giunta is the modern editor, not author. Duplicate of dhvajkeu via a distinct manuscript (Tucci 3.2.16).
SA_GSD36_ys-78_pu	Yamasmṛti	anonymous/traditional (ascribed to Yama)	ascribed to Yama (traditional/pseudepigraphic); historical author anonymous	pseudepigraphic	False	gretil-header; web:https://en.wikipedia.org/wiki/Dharma%C5%9B%C4%81stra; web:wisdomlib Yamasmriti	Smṛti pseudonymously ascribed to the god/sage Yama; actual author anonymous. Multiple recensions exist (Neuß edits the 78-verse South-Indian one).
SA_K14_n3013u	(untitled in metadata; large K14 biographical/avadāna sūtra, very heavy Mahāvastu parallels)		anonymous (compiled Buddhist text)	anonymous	False	secondary:matches/SA_K14_n3013u.ndjson.gz; secondary:meta.json	Identity uncertain (text id n3013, title not recorded; GRETIL page 404). Overwhelmingly Mahāvastu-parallel. Whatever the precise work, it is an anonymous multi-layered Buddhist compilation; no individual author.
SA_K06_vchedpgu	Vajracchedikā Prajñāpāramitā [Vajracchedikāprajñāpāramitāsūtra]	anonymous/traditional	anonymous (Mahāyāna sūtra; traditionally Buddhavacana)	anonymous	False	gretil-header; secondary:reference-literature (Diamond Sutra discussions)	Anonymous Prajñāpāramitā sūtra (Buddhavacana, Buddha to Subhūti). Schopen/Wille are modern editor/inputter, not authors.
SA_K07_sukhvylu	Sukhāvatīvyūha	anonymous/traditional	anonymous (canonical Mahāyāna sūtra)	anonymous	False	gretil-header; web:https://en.wikipedia.org/wiki/Amitabha_Sutra	Buddhavacana; no human author by genre. Current 'anonymous/traditional' is correct.
SA_T04_n1003u	Madhyamakahṛdaya	Bhāvaviveka (Bhāviveka/Bhavya)	Bhāviveka (Bhavya / Bhāvaviveka)	secure	False	secondary:cleaned_Jnanagarbha on the Two Truths_Eckel.txt; secondary:cleaned_Sanskrit Texts from Giuseppe Tucci's Collection Part I_Sferra.txt	Verses (this text) by Bhāviveka; the separate autocommentary Tarkajvālā (not this item) is also his. Name also spelled Bhavya/Bhāvaviveka. Secure.
SA_T02_psarkdhu	Pratisarākalpadhāraṇī	anonymous/traditional	anonymous (dhāraṇī text)	anonymous	False	gretil-header; secondary:cleaned_Indian Buddhism_Nakamura 1980.txt	Part of the Pañcarakṣā (Mahāpratisarā) dhāraṇī corpus; anonymous by genre. Current attribution correct.
SA_GP12_vd2127_u	Viṣṇudharmottara-Purāṇa: Atharvavidhikathana [Atharvavidhāna]	anonymous/traditional	anonymous (purāṇa); Dūrgāmohana Bhaṭṭācārya (modern editor of this passage)	anonymous	False	gretil-header; secondary:cleaned_Candrakirti and Moon-flower of Nalanda_Loizzo 2001.txt	Anonymous Vaiṣṇava purāṇa. The named modern scholar Dūrgāmohana Bhaṭṭācārya is the editor/reconstructor of this Atharva chapter, not the purāṇa's author.
SA_K10_sf284_sc			unknown (empty work item)	anonymous	False	tradition	Stub/empty record; author cannot be determined from available data. Treated as anonymous/unknown.
SA_T06_sthmavt1	Madhyāntavibhāgaṭīkā Chapter 1	Sthiramati	Sthiramati (ṭīkā); on Vasubandhu (bhāṣya) on Maitreya (kārikā)	conflated	True	secondary:cleaned_Indian Buddhism_Nakamura 1980.txt; secondary:cleaned_Luminous Heart_Brunnholzl 2009.txt	Three-layer Yogācāra text like the Mahāyānasūtrālaṅkāra: root kārikās = Maitreya(nātha), bhāṣya = Vasubandhu, ṭīkā (this work) = Sthiramati. Current 'Sthiramati' names only the sub-commentator; flagged as conflation and roles separated.
SA_T06_sthmavtyg	Madhyāntavibhāgaṭīkā (Yamaguchi)	Sthiramati	Sthiramati (ṭīkā)	conflated	True	secondary:cleaned_Study of Dharmadharmatavibhaga..._John Younghan Cha.txt	ṭīkā is Sthiramati's, but the work as transmitted embeds Maitreya's kārikā and Vasubandhu's bhāṣya (root + bhāṣya by different authors); the ṭīkā itself is securely Sthiramati's.
SA_T06_sthmavt	Madhyāntavibhāgaṭīkā	Sthiramati	Sthiramati (ṭīkā)	conflated	True	secondary:cleaned_Jewels of the Middle Way_James B Apple, 2019.txt (Pandeya 1999 ref)	Sthiramati's ṭīkā secure; title conflates Maitreya (kārikā) and Vasubandhu (bhāṣya) as embedded layers.
SA_K10_avsata_u	Avadānaśataka	anonymous/traditional	anonymous (compiled collection)	anonymous	False	secondary:cleaned_Avadanacataka...Vol.2_J. S. Speyer.txt	No human author claimed; traditional ascription is to the Buddha (Sugatabhāṣita). Colophon names ācārya Thandīśvara as one who 'brought it to appearance' (prakāśitam) — possibly redactor/promulgator, not original author; insufficient to assert authorship.
SA_K10_dbsu1-4u	Daśabalasūtra	anonymous/traditional	anonymous (Buddhavacana / canonical sūtra)	anonymous	False	secondary:cleaned_Buddhism in Central Asia_B.N. Puri, 1996.txt	Canonical sūtra (Buddhavacana); anonymous. Waldschmidt is modern critical editor, not author. Source_url returns wrong text (Abhidharmakośa).
SA_K10_ekottaru	Ekottarāgama [Ekottarāgamasūtra]	anonymous/traditional	anonymous (canonical āgama)	anonymous	False	gretil-header	Canonical āgama (counterpart of Aṅguttaranikāya); anonymous Buddhavacana. Tripathi is modern editor of Gilgit fragments, not author.
SA_GP12_skp031pu	Skanda-Purāṇa	anonymous/traditional	anonymous (composite Śaiva Purāṇa)	anonymous	False	web:https://www.universiteitleiden.nl/en/research/research-projects/humanities/the-skandapurana-project	Anonymous/composite; traditional ascription to Vyāsa (legendary). Bakker/Bisschop/Yokochi are modern critical editors. Multi-layered redaction, but not distinct named authors -> conflation_flag false.
SA_T16_n2959u	Vajrayāna darśana mīmāṁsā		anonymous (modern composition; no named author in DSBC)	anonymous	False	web:https://www.dsbcproject.org/canon-text/content/832/2959	Modern (likely 20th-21st c.) Sanskrit composition; DSBC leaves author blank. Bibek/Miroj Shakya are data-entry/proofreader, not authors.
SA_T11_n634u	Nyāyapraveśakasūtra	Śaṅkarasvāmin (traditionally; sometimes ascribed to Dignāga)	Śaṅkarasvāmin (Chinese tradition; disciple of Dignāga) / Dignāga (Tibetan tradition)	disputed	False	secondary:cleaned_Literature about the Philosophical Systems and Indian Philosophy.txt; web:https://ancient-buddhist-texts.net/English-Texts/Manimekhalai/S9-Appendix.htm	Same dispute as current_author. Chinese/East Asian transmission = Śaṅkarasvāmin; Tibetan colophon = Dignāga. Not a multi-author conflation, but a single-work disputed ascription.
SA_K10_bsu009_u	Maitreyavyākaraṇa [Maitreyavyākaraṇasūtra]	anonymous/traditional	anonymous (Buddhist sūtra; Buddha-word framing)	anonymous	False	gretil-header	Anonymous prophetic sūtra (vyākaraṇa). No personal author; traditionally Buddha-word. Multiple recensions exist (verse and prose) but no distinct named authors to separate.
SA_K12_mahpratu	Mahāpratisarāmahāvidyārājñī	anonymous/traditional	anonymous (dhāraṇī/rakṣā scripture; Buddha-word framing)	anonymous	False	gretil-header	Anonymous Buddhist dhāraṇī text (one of the Pañcarakṣā). Hidas = editor only. Distinct edition from SA_K12_mpratpru (Iwamoto/Wille) of essentially the same text.
SA_GP12_narsippu	Narasiṃha-Purāṇa	anonymous/traditional	anonymous (Vaiṣṇava upapurāṇa; traditionally ascribed to Vyāsa)	anonymous	False	gretil-header; secondary:cleaned_Encyclopedia of Tantra. 5 volumes_Sadhu Santideva, 1999.txt	Anonymous Sanskrit Vaiṣṇava (upa)purāṇa, traditional ascription to Vyāsa. Do NOT conflate with Errana's Telugu Narasimha Purana (different author/language).
SA_K12_mpratpru	Mahāpratisarā-vidyārājñī [Mahāpratisarādhāraṇī(sūtra)]	anonymous/traditional	anonymous (dhāraṇī/rakṣā scripture; Buddha-word framing)	anonymous	False	gretil-header	Anonymous Buddhist dhāraṇī text; Iwamoto = editor, Wille = digitizer. Same work-family as SA_K12_mahpratu (Hidas ed.), different edition/recension.
SA_T10_bsa067_u	Bhavasaṃkrāntiparikathā	Nāgārjuna (attributed)	Nāgārjuna (Āryanāgārjuna) — attributed/disputed	disputed	False	gretil-header; secondary:Nagarjuniana_Lindtner_1987; secondary:Indian Buddhism_Nakamura_1980	Traditional ascription to Nāgārjuna preserved in colophon, but authenticity is disputed in scholarship (Lindtner). Same text also transmitted as Abodhabodhaka under Advayavajra. Kept current attribution, status downgraded to disputed.
SA_T08_jsphustu	Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā	Jayarakṣita	Jayarakṣita	secure	False	gretil-header; secondary:Williams_Buddhism_Critical_Concepts_v7; secondary:Derrett_Monastic masturbation in Pali texts	Both the root Śrīghanācārasaṃgraha and the ṭīkā are by Jayarakṣita (auto-commentary). Two roles, single author — not a conflation.
SA_K12_maricdhu	Mārīcīnāmadhāraṇī	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous canonical dhāraṇī; no author claimed in edition or colophon. Buddhavacana by tradition.
SA_T02_msitvatu	Mahāśītavatī vidyārājñī	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous canonical vidyārājñī (dhāraṇī); no author in edition or colophon.
SA_GSP28_mjnya04u	Jaiminīyanyāyamālāvistara: Adhyāya 4	Mādhava (Mādhavācārya / Vidyāraṇya)	Mādhava (= Vidyāraṇya, by tradition)	traditional	False	gretil-header; web:https://en.wikipedia.org/wiki/Vidyaranya; web:https://zdmg.harrassowitz-library.com/article/ZDMG/2010/2/7	Single author (verse nyāyamālā + own prose vistara = auto-commentary, one person). Traditional identification of Mādhava with Vidyāraṇya; relation to Sāyaṇa is scholarly debated — flagged in note, not as a conflation.
SA_K14_msudarsu	Mahāsudarśanāvadāna	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous avadāna narrative; no author in edition or colophon.
SA_T02_n2952u	Bauddhadharme tathā purāṇeṣu karuṇā		Phra Suntharnadhammathada	secure	False	gretil-header (DSBC page) + edition metadata	Modern comparative essay ('Compassion in Buddhism and the Purāṇas'); author per edition metadata, not classical. Shakyas are DSBC inputters/proofreaders, not the author.
SA_K10_sf101_sc	Rāṣṭrapālasūtra fragment (SuttaCentral SF 101)		anonymous (canonical sūtra); ed. Hisashi Matsumura	anonymous	False	web:https://www.dhammatalks.net/suttacentral/sc2016/sc/skt/sf101.html	Anonymous canonical sūtra; Matsumura is editor (recorded under translator/editor role). Traditional ascription: Buddhavacana.
SA_GSP28_mjnya02u	Jaiminīyanyāyamālāvistara: Adhyāya 2	Mādhava (Mādhavācārya / Vidyāraṇya)	Mādhava (= Vidyāraṇya, traditionally)	traditional	False	gretil-header + web:https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAdhava-jaiminIyanyAyamAlAvistara.htm	Single author for verses + commentary (not a multi-author conflation). Mādhava=Vidyāraṇya identification traditional but scholarly debated.
SA_T01_n898u	Vajrapāṇināmāṣṭottaraśatastotra	anonymous/traditional	anonymous	anonymous	False	gretil-header:https://gretil.sub.uni-goettingen.de/gretil/1_sanskr/4_rellit/buddh/bst-108u.htm	Anonymous devotional aṣṭottaraśata-nāma stotra; no colophon author for entry no. 96. Current 'anonymous/traditional' confirmed.
SA_GSP28_mjnya03u	Jaiminīyanyāyamālāvistara: Adhyāya 3	Mādhava (Mādhavācārya / Vidyāraṇya)	Mādhava (= Vidyāraṇya, traditionally)	traditional	False	gretil-header + web:https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mAdhava-jaiminIyanyAyamAlAvistara.htm	Single author for verses + self-commentary; no conflation. Adhyāya 3 of the same Mādhava work.
SA_GK19_bhakirpu	Kirātārjunīya	Bhāravi	Bhāravi	secure	False	gretil-header:https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_bhAravi-kirAtArjunIya.htm	Base text only; Mallinātha (commentator) used for word-division but commentary not present, so no commentary author to add. Bhāravi secure.
SA_T07_nagdhdbu	Dharmadhātugarbhavivaraṇa	attributed to Nāgārjuna (attribution uncertain)	Nāgārjuna (ascribed; disputed)	disputed	False	gretil-header; secondary:cleaned_In Praise of Dharmadhatu...Brunnhölzl 2008.txt; secondary:cleaned_Nagarjuniana...Lindtner 1987.txt; secondary:cleaned_Literature about the Philosophical Systems...txt	Traditionally ascribed to Nāgārjuna but widely doubted; survives chiefly in Tibetan transmission (Jñānagarbha associated with translation/revision). Treat attribution as disputed/dubious rather than secure.
SA_K01_n2900u	Maṃjuśrīpārājikā [Mañjuśrīpārājikā]	anonymous/traditional (attributed in title to Mañjuśrī)	anonymous (frame: Buddha teaching Mañjuśrī)	anonymous	False	secondary:cleaned_Tantric traditions in transmission and translation_Gray_Overbey_2016_a.txt; web:https://books.openedition.org/editionsehess/24678	Pseudo-canonical Newar Buddhist ritual/disciplinary text; framed as Buddha's discourse to Mañjuśrī. Traditional ascription to Buddha/Mañjuśrī is a literary frame; actual author anonymous.
SA_MB_sukavakyaHK	Śukavākya		anonymous	anonymous	False	secondary:none; web:none	Genuinely unidentified minor text; no scholarly or e-text attribution found. Leaving anonymous; do not invent an author.
SA_GP12_brndp1_u	Brahmāṇḍa-Purāṇa 1	anonymous/traditional (attributed to Vyāsa)	anonymous (traditionally Vyāsa)	traditional	False	gretil-header; tradition	Anonymous composite Purāṇa; pan-Purāṇic traditional ascription to Vyāsa as compiler/arranger. No real single author.
SA_K14_sf273_sc	(SHT fragment SF 273, Catuṣpariṣatsūtra / Turfan corpus)		anonymous (canonical Mūlasarvāstivāda sūtra)	anonymous	False	secondary:cleaned_Indian Buddhism. A Survey...Nakamura 1980.txt	Manuscript fragment of a canonical Mūlasarvāstivāda sūtra (Catuṣpariṣatsūtra); anonymous canonical text edited by Waldschmidt. No author; editor = Waldschmidt et al. (modern).
SA_GSP32_paddhs_u	Padārthadharmasaṃgraha	Praśastapāda	Praśastapāda	secure	False	gretil-header; secondary:cleaned_Philosophy in Classical India_Ganeri_2001.txt; secondary:cleaned_Epistemology, Logic and Grammar...Matilal_Ganeri_2005.txt	Secure single authorship: Praśastapāda. The Padārthadharmasaṃgraha (=Praśastapādabhāṣya) is an independent treatise, not a verse-by-verse gloss; Kaṇāda is the underlying sūtra author and Śrīdhara wrote the later Nyāyakaṇḍalī sub-commentary (not part of this work). No conflation in the text itself.
SA_MB_nirvanayogottaraHK	Nirvāṇayogottara	anonymous/traditional	anonymous (revealed Śaiva Tantra)	anonymous	False	secondary:cleaned_skt-en-mono.txt	Revealed Śaiva Tantra of the Kālottara/Niśvāsa group; no human composer. Traditionally Śiva-uttered scripture.
SA_T01_n818u	Avalokiteśvarāṣṭottaraśatanāmastotra	anonymous/traditional	anonymous (Buddhist nāma-stotra)	anonymous	False	web:https://thecjbs.org/wp-content/uploads/2018/02/The-Creation-of-Avalokitesvara.pdf	Anonymous Mahāyāna liturgical 108-names hymn; no traditional individual ascription. Canonical/devotional, not authored by a named poet.
SA_MB_amsumatkaasyapaamgamaHK	Aṃśumatkāśyapāgama	anonymous/traditional (ascribed to revelation; assoc. with sage Kāśyapa)	anonymous (revealed Śaiva Siddhānta Āgama; traditionally ascribed to sage Kāśyapa)	anonymous	False	secondary:cleaned_skt-en-mono.txt; tradition	Śaiva Siddhānta Āgama (Aṃśumadbheda/Aṃśumat); traditionally revealed, sage Kāśyapa legendary. Quoted as a late authority on iconometry/pratiṣṭhā.
SA_GSP28_mjnya01u	Jaiminīyanyāyamālāvistara: Adhyāya 1	Mādhava (Mādhavācārya / Vidyāraṇya)	Mādhava (Vidyāraṇya)	secure	False	gretil-header	Single author secure; colophon names Mādhava. Mādhava/Vidyāraṇya equation standard in scholarship (Potter, Olivelle).
SA_GP12_vd3343pu	Viṣṇudharmottara-Purāṇa	anonymous/traditional	anonymous (compiled Vaiṣṇava Purāṇa)	anonymous	False	gretil-header; secondary:cleaned_Enthroned Buddha in Majesty.txt	Anonymous compiled Purāṇa (~6th c. CE core), encyclopedic; no individual author. Composite redaction over time but no distinct named authors to separate.
SA_T01_n893u	Caṇḍikādaṇḍakastotra	anonymous/traditional	anonymous (daṇḍaka-meter hymn to Caṇḍikā)	anonymous	False	web:https://en.wikipedia.org/wiki/B%C4%81%E1%B9%87abha%E1%B9%AD%E1%B9%ADa	Anonymous daṇḍaka-meter Caṇḍikā hymn; distinct from Bāṇa's Caṇḍīśataka. No secure individual ascription; do not conflate with Bāṇa.
SA_T01_n805u	Ākāśagarbhanāmāṣṭottaraśatastotra	anonymous/traditional	anonymous	anonymous	False	gretil-header	No author in colophon; anonymous Buddhist nāmāṣṭottaraśata stotra. Editor Janardan Shastri Pandey is editor only, not author.
SA_K10_sf137_sc			anonymous	uncertain	False	gretil-header	Unidentifiable placeholder item: no title, no resolvable URL. No author asserted to avoid invention; status uncertain (effectively anonymous).
SA_T01_n850u	Mahācakravartināmāṣṭottaraśatastotra	anonymous/traditional	anonymous	anonymous	False	gretil-header	Anonymous nāmāṣṭottaraśata stotra; Pandey is editor only. No human author transmitted.
SA_GS24_vakyp_pu	Vākyapadīya 1.1-3.7	Bhartṛhari	Bhartṛhari	secure	False	gretil-header	Mūla kārikā only, securely Bhartṛhari. (The early Vṛtti on books 1-2, whose colophon names 'Harivṛṣabha', is debated as to whether it is Bhartṛhari's own; but that commentary is NOT contained in this text, so no conflation here.)
SA_K10_maivy_pu	Maitreyavyākaraṇa [Maitreyavyākaraṇasūtra]	anonymous/traditional	anonymous (Mahāyāna sūtra)	anonymous	False	secondary:cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Anonymous Mahāyāna prophecy-sūtra; the Calcutta colophon name 'bhikṣu Puṇyakīrti' (a monk 'from the Chinese lands') is a scribe/copyist, not the author. Editors named are modern editors only.
SA_GS24_vakyp1pu	Vākyapadīya	Bhartṛhari	Bhartṛhari	secure	False	gretil-header	Kārikā/mūla text, securely Bhartṛhari. Same authorship subtlety as the other Vākyapadīya entry: the disputed Vṛtti (colophon 'Harivṛṣabha') and Helārāja's ṭīkā on Kāṇḍa III are separate works not contained here, so no conflation.
SA_K12_mspram_u	Mahāsāhasrapramardanī	anonymous/traditional	anonymous (canonical Mahāyāna dhāraṇī-sūtra; spoken by the Buddha)	anonymous	False	gretil-header	Anonymous canonical Pañcarakṣā sūtra; no compiler/author named. Editor Iwamoto, input Klaus Wille.
SA_GR14_bhrgus_u	Bhṛgu-Saṃhitā	attributed to the sage Bhṛgu (traditional)	Bhṛgu (legendary/traditional ascription); historically anonymous Vaikhānasa compilation	traditional	False	gretil-header	Traditional/legendary ascription to ṛṣi Bhṛgu; not a historical author. Vaikhānasa ritual saṃhitā, anonymous redactors. Text not proof-read per header.
SA_GK22_bharst_u	Śatakatraya: 1. Nītiśataka, 2. Śṛṅgāraśataka, 3. Vairāgyaśataka	Bhartṛhari	Bhartṛhari (traditional; partly anthological accretion)	disputed	True	web:https://en.wikipedia.org/wiki/%C5%9Aatakatraya	Core verses ascribed to Bhartṛhari (traditional), but recensions add many non-authorial/interpolated verses (Kosambi: ~200-verse common kernel). Poet-vs-grammarian identity disputed. Conflation = single 'Bhartṛhari' title masking accreted multi-hand subhāṣita material.
SA_T13_n2976u	Saṅgītamālikā		anonymous (Buddhist stotra)	anonymous	False	web:https://www.exoticindiaart.com/book/details/buddha-stotra-samgraha-collection-of-buddhist-hymns-nzf293/	Buddhist devotional stotra within Bauddhastotrasaṃgraha; no attested author. Current_author was empty; left anonymous (no ascription found).
SA_K08_bsu029_u	Rāṣṭrapālaparipṛcchā [Rāṣṭrapālaparipṛcchāsūtra]	anonymous/traditional	anonymous (Mahāyāna sūtra; Buddhavacana)	anonymous	False	gretil-header	Anonymous Mahāyāna sūtra; no human author/compiler named. Editor P.L. Vaidya.
SA_K10_sf241_sc	Śakrapraśna (Sanskrit fragment SF 241, ed. Waldschmidt)		anonymous (canonical sūtra fragment; ed. Ernst Waldschmidt)	anonymous	False	web:https://suttacentral.net/sf241/san/waldschmidt	Title was empty in workitem; identified as Śakrapraśna (SF 241). Anonymous Buddhavacana fragment; Waldschmidt = editor/transcriber (listed here as 'translator' role for the edition).
SA_GS41_aryabhcu	Āryabhaṭīya (with commentary)	Āryabhaṭa (mūla); commentary by a later astronomer (e.g. Bhāskara I, 629 CE, or Nīlakaṇṭha Somayāji)	Āryabhaṭa (mūla); Bhāskara I (bhāṣya, 629 CE); Someśvara (ṭīkā)	conflated	True	gretil-header; web:https://link.springer.com/referenceworkentry/10.1007/978-0-387-30400-7_9019	Three distinct authors. current_author guessed 'Bhāskara I OR Nīlakaṇṭha Somayāji' — wrong: this edition has Bhāskara I AND Someśvara, not Nīlakaṇṭha. Separated mūla / bhāṣya / ṭīkā roles.
SA_T02_mpvv_u	Mahāpratisarāvidyāvidhi	anonymous/traditional	anonymous	anonymous	False	gretil-header; web:https://gretil.sub.uni-goettingen.de/gretil/corpustei/transformations/html/sa_mahApratisarAvidyAvidhi.htm	Anonymous Buddhist tantric spell-manual; modern editor Gergely Hidas not to be confused with author. Confirms current attribution.
SA_K03_psp_4u	Pañcaviṃśatisāhasrikā Prajñāpāramitā IV [Pañcaviṃśatisāhasrikāprajñāpāramitāsūtra]	anonymous/traditional	anonymous	anonymous	False	gretil-header	Canonical Perfection-of-Wisdom sutra; anonymous, traditionally ascribed to the Buddha's word. Confirms current attribution.
